alert_id,transaction_id,account_id,customer_id,rule_id,rule_name,alert_timestamp,transaction_timestamp,alert_severity,risk_points,reason,evidence_json,investigation_status,synthetic_data_flag
AML-C48DB23F155575E2,TXN-000000896,ACC-0000061,CUST-000034,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-18T12:23:00,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""US"",""distinct_prior_countries"":3,""historical_customer_geography"":[""FR"",""GB"",""US""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-ABFA77FB9E9BE44C,TXN-000000896,ACC-0000061,CUST-000034,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-18T12:23:00,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Mobile App"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-B808224B6D2D8835,TXN-000001442,ACC-0000100,CUST-000049,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-18T17:25:28,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000049-04"",""ip_country"":""IE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000196"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-CA9C1284CD7064B9,TXN-000000300,ACC-0000020,CUST-000014,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-19T06:33:40,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ES"",""distinct_prior_countries"":2,""historical_customer_geography"":[""ES"",""FR""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-48C45AC7DADD4818,TXN-000000300,ACC-0000020,CUST-000014,AML007,Repeated failed transactions,2026-01-01T00:00:00,2025-03-19T06:33:40,medium,16,2 failed transactions occurred within the configured window.,"{""account_id"":""ACC-0000020"",""channel"":""ATM"",""configured_count_threshold"":2,""device_id"":""DEV-000014-02"",""failed_transaction_count"":2,""rolling_window_hours"":720}",open,True
AML-9817CC7E349B1B48,TXN-000000300,ACC-0000020,CUST-000014,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-19T06:33:40,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-2FC6071C8F5C3191,TXN-000001358,ACC-0000095,CUST-000047,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-19T18:18:07,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""GB"",""distinct_prior_countries"":4,""historical_customer_geography"":[""AE"",""ES"",""FR"",""IE""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-8AD101BF9C58E99B,TXN-000001358,ACC-0000095,CUST-000047,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-19T18:18:07,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-32DEE79CD80A7335,TXN-000000795,ACC-0000054,CUST-000031,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-19T20:21:04,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""CA"",""ip_country"":""CA"",""merchant_country"":""BR""}",open,True
AML-3CE0CC772174CDC1,TXN-000000795,ACC-0000054,CUST-000031,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-19T20:21:04,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000031"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Escalated""}",open,True
AML-395FB33948783E16,TXN-000000795,ACC-0000054,CUST-000031,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-19T20:21:04,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""Branch"",""POS""],""historical_merchant_categories"":[""Utilities""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-2C0E7C0331F2574C,TXN-000001258,ACC-0000086,CUST-000044,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-22T10:20:00,medium,18,Device or session conditions observed: IP mismatch.,"{""authentication_method"":""Password"",""device_id"":""DEV-000044-03"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000175"",""session_risk_signal"":""Low"",""unusual_ip_geography"":true}",open,True
AML-AACD0ED4AA59BB2C,TXN-000001258,ACC-0000086,CUST-000044,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-22T10:20:00,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000044"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-CEC8E2EA823EE345,TXN-000001258,ACC-0000086,CUST-000044,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-22T10:20:00,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-635AED47F56C5946,TXN-000000444,ACC-0000030,CUST-000020,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-22T11:16:35,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000020-02"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000078"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-468289B3A896F10D,TXN-000000444,ACC-0000030,CUST-000020,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-22T11:16:35,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000020"",""kyc_status"":""Pending Review"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-0AEC9FFF04CBD482,TXN-000000444,ACC-0000030,CUST-000020,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-22T11:16:35,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""Mobile App"",""Online Banking""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Utilities""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-A0B8BF15F9B8D386,TXN-000001001,ACC-0000068,CUST-000037,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-22T12:12:22,high,35,5 sub-threshold transactions totalled 328.38 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":328.38,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":5}",open,True
AML-5AEDE6DD7ED66E6F,TXN-000001001,ACC-0000068,CUST-000037,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-22T12:12:22,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""FR"",""ip_country"":""FR"",""merchant_country"":""ZA""}",open,True
AML-B2C073D210792F04,TXN-000001001,ACC-0000068,CUST-000037,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-22T12:12:22,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ZA"",""distinct_prior_countries"":4,""historical_customer_geography"":[""AE"",""DE"",""TR"",""ZA""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-338CC6301A1B1825,TXN-000001291,ACC-0000089,CUST-000045,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-22T13:52:07,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""NL"",""merchant_country"":""TR""}",open,True
AML-BC73848844E9F6A1,TXN-000001291,ACC-0000089,CUST-000045,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-22T13:52:07,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":2,""historical_customer_geography"":[""FR"",""TR""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-D8AB65A93B75404F,TXN-000001291,ACC-0000089,CUST-000045,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-22T13:52:07,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""MFA Push"",""device_id"":""DEV-000045-03"",""ip_country"":""NL"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000179"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-DA93EBDE91099010,TXN-000001291,ACC-0000089,CUST-000045,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-22T13:52:07,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000045"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-D067CE229A6FE887,TXN-000001291,ACC-0000089,CUST-000045,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-22T13:52:07,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Online Banking""],""historical_merchant_categories"":[""Electronics"",""Grocery"",""Money Transfer"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-4BE518E603E50EC2,TXN-000001218,ACC-0000084,CUST-000043,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-22T18:13:11,high,35,6 sub-threshold transactions totalled 408.71 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":408.71,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
AML-861043EF522DCAF1,TXN-000001218,ACC-0000084,CUST-000043,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-22T18:13:11,medium,20,Cross-border activity reached ratio 1.00 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""FR"",""distinct_prior_countries"":4,""historical_customer_geography"":[""AE"",""GB"",""SG"",""ZA""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-BA1ED933F3D5B6B6,TXN-000001218,ACC-0000084,CUST-000043,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-22T18:13:11,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000043-01"",""ip_country"":""ES"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000169"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-F6689658214D8054,TXN-000000502,ACC-0000034,CUST-000022,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-23T00:35:25,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""DE"",""merchant_country"":""ZA""}",open,True
AML-178B3E9B63BD5E6F,TXN-000000502,ACC-0000034,CUST-000022,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-23T00:35:25,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ZA"",""distinct_prior_countries"":2,""historical_customer_geography"":[""GB"",""IE""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-58190DAB1732A24F,TXN-000000502,ACC-0000034,CUST-000022,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-23T00:35:25,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":false,""configured_high_risk_channel"":false,""historical_channels"":[""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Money Transfer"",""Travel""],""merchant_category"":""Utilities"",""novel_pattern"":true}",open,True
AML-344D9E5EF689D3AC,TXN-000000049,ACC-0000003,CUST-000003,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-23T03:15:42,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000003-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000012"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-6C95D3B2214CCE15,TXN-000000049,ACC-0000003,CUST-000003,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-23T03:15:42,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Electronics"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-BA077D7A88FE652C,TXN-000001339,ACC-0000093,CUST-000047,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-23T06:12:08,medium,20,Cross-border activity reached ratio 1.00 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""FR"",""distinct_prior_countries"":5,""historical_customer_geography"":[""AE"",""ES"",""FR"",""GB"",""IE""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-5E964C8625A2EA29,TXN-000000019,ACC-0000001,CUST-000001,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-23T08:05:41,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""MFA Push"",""device_id"":""DEV-000001-04"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000004"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-E6CAAEA65FF8A58B,TXN-000000019,ACC-0000001,CUST-000001,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-23T08:05:41,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM""],""historical_merchant_categories"":[""Grocery"",""Utilities""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-EB3375F0CF83D306,TXN-000001415,ACC-0000099,CUST-000049,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-23T16:25:33,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""IE"",""ip_country"":""IE"",""merchant_country"":""BR""}",open,True
AML-0D5052C70F89C309,TXN-000001415,ACC-0000099,CUST-000049,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-23T16:25:33,medium,20,Cross-border activity reached ratio 0.86 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":0.8571,""current_merchant_country"":""BR"",""distinct_prior_countries"":5,""historical_customer_geography"":[""BR"",""CA"",""IE"",""SG"",""ZA""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-F3E1CD8D913B698F,TXN-000001415,ACC-0000099,CUST-000049,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-23T16:25:33,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000049-03"",""ip_country"":""IE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000195"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-4E04725D263785F6,TXN-000000794,ACC-0000054,CUST-000031,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-23T16:54:54,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""CA"",""ip_country"":""CA"",""merchant_country"":""TR""}",open,True
AML-1526ED4965ECC713,TXN-000000794,ACC-0000054,CUST-000031,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-23T16:54:54,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":1,""historical_customer_geography"":[""BR""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-156B3E1F917620D2,TXN-000000794,ACC-0000054,CUST-000031,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-23T16:54:54,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000031-03"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000123"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-A2E8B3186F400783,TXN-000000794,ACC-0000054,CUST-000031,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-23T16:54:54,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000031"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Escalated""}",open,True
AML-6417B16BDA74CA9B,TXN-000001023,ACC-0000069,CUST-000037,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-23T18:35:57,high,35,6 sub-threshold transactions totalled 394.66 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":394.66,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
AML-3748A17B37AEA665,TXN-000001023,ACC-0000069,CUST-000037,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-23T18:35:57,medium,20,Cross-border activity reached ratio 1.00 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""IE"",""distinct_prior_countries"":4,""historical_customer_geography"":[""AE"",""DE"",""TR"",""ZA""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-0E249E3B0EB76C35,TXN-000001023,ACC-0000069,CUST-000037,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-23T18:35:57,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel""],""merchant_category"":""Money Transfer"",""novel_pattern"":false}",open,True
AML-DE2279BC25D2C566,TXN-000000483,ACC-0000032,CUST-000021,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-24T00:07:49,medium,20,Cross-border activity reached ratio 1.00 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ES"",""distinct_prior_countries"":4,""historical_customer_geography"":[""FR"",""IE"",""TR"",""US""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-4B3876BB9A965FDE,TXN-000000483,ACC-0000032,CUST-000021,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-24T00:07:49,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-581E11B07269C994,TXN-000000562,ACC-0000038,CUST-000023,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-24T00:25:53,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""GB"",""ip_country"":""GB"",""merchant_country"":""BR""}",open,True
AML-C7FA5BF38CD8E6D1,TXN-000000562,ACC-0000038,CUST-000023,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-24T00:25:53,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000023-04"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000092"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-B8962E3E04DBB0F7,TXN-000000562,ACC-0000038,CUST-000023,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-24T00:25:53,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Branch"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-E1D335E5869EC956,TXN-000000148,ACC-0000010,CUST-000007,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-24T03:13:32,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""US"",""ip_country"":""SG"",""merchant_country"":""ZA""}",open,True
AML-7421A2F4A1EE43DA,TXN-000000148,ACC-0000010,CUST-000007,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-24T03:13:32,medium,18,"Device or session conditions observed: session risk, IP mismatch, new device.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000007-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000028"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-0F7F928475157978,TXN-000000148,ACC-0000010,CUST-000007,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-24T03:13:32,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""Branch"",""Online Banking""],""historical_merchant_categories"":[""Entertainment"",""Grocery""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-4490A93381CC6EE0,TXN-000001391,ACC-0000097,CUST-000048,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-24T13:56:41,high,35,3 sub-threshold transactions totalled 318.97 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":318.97,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":3}",open,True
AML-7CB734C3F72FF609,TXN-000001391,ACC-0000097,CUST-000048,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-24T13:56:41,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""DE"",""ip_country"":""DE"",""merchant_country"":""ZA""}",open,True
AML-F88E0B4895929F78,TXN-000001391,ACC-0000097,CUST-000048,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-24T13:56:41,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ZA"",""distinct_prior_countries"":2,""historical_customer_geography"":[""AE"",""TR""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-6B81C48DC861CB13,TXN-000001391,ACC-0000097,CUST-000048,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-24T13:56:41,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000048"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-1C69C5288C4CF5B2,TXN-000000354,ACC-0000023,CUST-000015,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-24T14:40:20,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ES"",""distinct_prior_countries"":3,""historical_customer_geography"":[""TR"",""US"",""ZA""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-06EFCF74A5D4ED53,TXN-000000354,ACC-0000023,CUST-000015,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-24T14:40:20,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000015-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000060"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-4A6700A827A66856,TXN-000000354,ACC-0000023,CUST-000015,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-24T14:40:20,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Grocery"",""Money Transfer""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-70A1B3759561A6DE,TXN-000001156,ACC-0000079,CUST-000041,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-24T15:14:35,high,35,6 sub-threshold transactions totalled 383.55 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":383.55,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
